id,start date,type,district,locality,address,Filter the word Street,Latitude,Longitude,Validate Geolocation
436,29.9.2016,small housing,SERDIKA,ORLANDOVTSI-MALASHEVTSI,street KIRIL PARLICHEV 54,street,42.7229293,23.3330831,Pass
464,13.10.2016,small housing,SERDIKA,ZONA V-15,,,42.7215075,23.3286028,Pass
475,24.10.2016,infrastructure,SERDIKA,ZONA V-17,,,42.7215075,23.3286028,Pass
476,24.10.2016,infrastructure,SERDIKA,ORLANDOVTSI-MALASHEVTSI,street STOLETNIK,street,42.7171039,23.3445446,Pass
487,28.10.2016,small housing,SERDIKA,BENKOVSKI,street PERYANOVETS 11,street,42.7345632,23.3406012,Pass
130,25.2.2016,big housing,SLATINA,HRISTO SMIRNENSKI - SLATINA,,,42.6891343,23.3709802,Pass
139,09.3.2016,big housing,SLATINA,HRISTO SMIRNENSKI - SLATINA,,,42.6891343,23.3709802,Pass
155,21.3.2016,non-residential,SLATINA,HRISTO SMIRNENSKI - SLATINA,,,42.6891343,23.3709802,Pass
157,22.3.2016,big housing,SLATINA,PODUENE-REDUTA,street VELCHO ATANASOV 14,street,42.6949269,23.360161,Pass
162,28.3.2016,non-residential,SLATINA,KOMPLEKS BAN IV KM.,,,42.6756376,23.3660331,Pass
167,01.4.2016,non-residential,SLATINA,HRISTO SMIRNENSKI - SLATINA - street KRIVINA,,,42.6827242,23.3717525,Pass
197,27.4.2016,big housing,SLATINA,GEO MILEV-PODUENE-REDUTA,,,42.6790219,23.3632074,Pass
254,03.6.2016,small housing,SLATINA,GEO MILEV,street HUBAVKA 9,street,42.6799827,23.3622958,Pass
267,14.6.2016,infrastructure,SLATINA,HRISTO BOTEV,,,42.681944,23.376944,Pass
376,23.8.2016,big housing,OVCHA KUPEL,PODLOZISHTE - GORNA BANYA - RAZSHIRENIE,street 756,street,42.7172781,23.2763756,FIXED
282,23.6.2016,small housing,SLATINA,LETISHTEN KOMPLEKS SOFIYA,,,42.681944,23.376944,Pass
288,28.6.2016,small housing,SLATINA,SLATINA - YUG,street PROF. TSVETAN LAZAROV,street,42.6604494,23.3919844,Pass
292,30.6.2016,small housing,SLATINA,HRISTO SMIRNENSKI - SLATINA,street KOSTA LULCHEV 58,street,42.6806467,23.3672135,Pass
379,24.8.2016,big housing,PODUYANE,LEVSKI ZONA G,,,42.7125617,23.377427,FIXED
388,29.8.2016,big housing,MLADOST,YUGOIZTOCHEN GRAD RAYON 4 - ZONA 5,,,42.6961336,23.301621,FIXED
395,31.8.2016,non-residential,SREDETS,TSENTAR,,,42.6905551,23.3184672,FIXED
409,12.9.2016,big housing,ISKAR,ISKAR-SEVER 3,street BRYUKSEL 14,street,42.6843352,23.3990448,FIXED
334,29.7.2016,big housing,SLATINA,HRISTO SMIRNENSKI - SLATINA - street KRIVINA,street GEO MILEV 144,street,42.6803157,23.3748352,Pass
413,15.9.2016,non-residential,SREDETS,TSENTAR,street TSAR KALOYAN 1,street,42.8101548,23.2104943,FIXED
438,30.9.2016,infrastructure,ILINDEN,GEVGELIYSKI KVARTAL,GEVGELIYSKI; block  12,GEVGELIYSKI;,42.7088586,23.2764751,FIXED
350,09.8.2016,non-residential,SLATINA,GEO MILEV,,,42.6790219,23.3632074,Pass
406,08.9.2016,infrastructure,SLATINA,LETISHTEN KOMPLEKS SOFIYA,,,42.681944,23.376944,Pass
421,20.9.2016,big housing,SLATINA,HRISTO SMIRNENSKI-SLATINA,,,42.6778588,23.3680998,Pass
427,26.9.2016,non-residential,SLATINA,LETISHTEN KOMPLEKS SOFIYA,,,42.681944,23.376944,Pass
467,17.10.2016,non-residential,SLATINA,LETISHTEN KOMPLEKS SOFIYA,,,42.681944,23.376944,Pass
482,26.10.2016,non-residential,SLATINA,GEO MILEV,street SVETLOSTRUY 19,street,42.6805875,23.3719632,Pass
441,30.9.2016,infrastructure,ILINDEN,VALCHO IVANOV - SEVER,SVETA TROITSA; block  383,SVETA,42.7083592,23.2998151,FIXED
220,12.5.2016,non-residential,SREDETS,TSENTAR; ZONA A,street PL. NARODNO SABRANIE,street,42.690556,23.327222,Pass
314,15.7.2016,non-residential,SREDETS,TSENTAR; ZONA A,street SABORNA 2,street,42.6961665,23.3243677,Pass
445,03.10.2016,big housing,PODUYANE,LEVSKI - BOTEVGRADSKO SHOSE-RAMKA,street KAP. R. NIKOLOV,street,42.7239911,23.320679,FIXED
448,04.10.2016,small housing,ISKAR,ISKAR - YUG,street DATEKS 4,street,42.6584431,23.4018451,FIXED
479,26.10.2016,infrastructure,SREDETS,,street LEONAR DA VINCHI 5,street,42.6791235,23.2585014,FIXED
480,26.10.2016,infrastructure,SREDETS,,,,42.6905551,23.3184672,FIXED
115,02.2.2016,non-residential,STUDENTSKI,STUDENTSKI GRAD,street KL. OHRIDSKI 8,street,42.69277323,23.3251804,Pass
119,05.2.2016,big housing,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass
143,12.3.2016,non-residential,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass
198,27.4.2016,big housing,STUDENTSKI,DARVENITSA,,,42.6555338,23.3641039,Pass
199,27.4.2016,big housing,STUDENTSKI,MLADOST 1,,,42.6549083,23.3724167,Pass
204,27.4.2016,non-residential,STUDENTSKI,MLADOST 1A,,,42.6490719,23.3832947,Pass
253,03.6.2016,non-residential,STUDENTSKI,STUDENSKI GRAD,,,42.6541867,23.3514271,Pass
255,07.6.2016,big housing,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass
287,28.6.2016,non-residential,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass
289,28.6.2016,small housing,STUDENTSKI,PARK VARTOPO,,,42.6642653,23.3703232,Pass
300,11.7.2016,big housing,STUDENTSKI,,STUDENTSKI GRAD,STUDENTSKI,42.6541867,23.3514271,Pass
310,14.7.2016,non-residential,STUDENTSKI,MLADOST 1,,,42.6549083,23.3724167,Pass
316,18.7.2016,big housing,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass
329,27.7.2016,big housing,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass
338,01.8.2016,big housing,STUDENTSKI,DARVENITSA,,,42.6555338,23.3641039,Pass
347,04.8.2016,non-residential,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass
354,11.8.2016,non-residential,STUDENTSKI,STUDENTSKI GRAD,STUDENTSKI GRAD; block 5,STUDENTSKI,42.6594353,23.3510723,Pass
128,18.2.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
131,26.2.2016,non-residential,TRIADITSA,MANASTIRSKI LIVADI-IZTOK,,,42.6590302,23.2872154,Pass
133,02.3.2016,big housing,TRIADITSA,IV. VAZOV,street VITOSHA 119,street,42.6765141,23.3099313,Pass
134,02.3.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
136,02.3.2016,infrastructure,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
141,11.3.2016,non-residential,TRIADITSA,KRASNO SELO - STRELBISHTE URB. BLOK 32,,,42.6742188,23.2988453,Pass
160,23.3.2016,non-residential,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
173,11.4.2016,non-residential,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
176,12.4.2016,non-residential,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
214,11.5.2016,infrastructure,TRIADITSA,,street BALGARIYA; KABLESHKOV,street,42.668079,23.2795717,Pass
230,17.5.2016,small housing,TRIADITSA,MANASTIRSKI LIVADI-IZTOK,,,42.6590302,23.2872154,Pass
241,26.5.2016,infrastructure,TRIADITSA,TSENTAR,street KNYAZ BORIS I 59,street,42.6924517,23.3173793,Pass
243,27.5.2016,non-residential,TRIADITSA,YUZHEN PARK 2,,,42.6706833,23.3126013,Pass
264,10.6.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
299,07.7.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
308,14.7.2016,big housing,TRIADITSA,ZHIL. GRUPA YUZHEN PARK,,,42.6692151,23.3126592,Pass
321,21.7.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
325,25.7.2016,big housing,TRIADITSA,KRASNO SELO - PLAVATELEN KANAL,,,42.6868307,23.2998341,Pass
380,24.8.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
397,31.8.2016,small housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
399,01.9.2016,big housing,TRIADITSA,KRASNO SELO - STRELBISHTE URB. BL. 32,,,42.6742188,23.2988453,Pass
402,02.9.2016,small housing,TRIADITSA,MANASTIRSKI LIVADI-IZTOK,street LUI AYER 146,street,42.677222,23.308889,Pass
411,14.9.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
415,16.9.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
437,30.9.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
446,04.10.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
458,12.10.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
465,13.10.2016,small housing,TRIADITSA,LOZENETS-ZHIL. GRUPA - YUZHEN PARK,,,42.6692151,23.3126592,Pass
466,14.10.2016,small housing,TRIADITSA,MANASTIRSKI LIVADI-IZTOK,street TOR DZHEBAROV,street,42.677222,23.308889,Pass
474,24.10.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass
484,27.10.2016,big housing,TRIADITSA,KRASTOVA VADA,street EMILIYAN STANEV 48A,street,42.6512881,23.3104126,Pass
113,01.2.2016,big housing,VAZRAZHDANE,ZONA B-4,street SHAR PLANINA 57,street,42.7035958,23.3099563,Pass
145,15.3.2016,non-residential,VAZRAZHDANE,PROBIV PENCHO SLAVEYKOV,,,42.699444,23.309444,Pass
153,21.3.2016,big housing,VAZRAZHDANE,ZONA B-4,street TSAR SIMEON 153,street,42.699444,23.309444,Pass
158,22.3.2016,big housing,VAZRAZHDANE,ZONA B-4,street BREGALNITSA 80,street,41.8128081,22.2177814,Pass
168,06.4.2016,big housing,VAZRAZHDANE,ZAPADNO NAPRAVLENIE,,,42.699444,23.309444,Pass
211,09.5.2016,big housing,VAZRAZHDANE,ZAPADNO NAPRAVLENIE,street PIROTSKA 91,street,42.7015139,23.3077393,Pass
270,15.6.2016,big housing,VAZRAZHDANE,ZONA B-3,street TSAR SIMEON 154,street,42.699444,23.309444,Pass
290,28.6.2016,small housing,VAZRAZHDANE,PROBIV PENCHO SLAVEYKOV,,,42.699444,23.309444,Pass
303,11.7.2016,non-residential,VAZRAZHDANE,ZONA B-3,,,42.6966222,23.3098007,Pass
449,05.10.2016,big housing,VAZRAZHDANE,ZONA B-3,,,42.6966222,23.3098007,Pass
108,20.1.2016,non-residential,VITOSHA,NATSIONALEN KINOTSENTAR,,,42.6344297,23.2998331,Pass
125,11.2.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
129,19.2.2016,big housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass
135,02.3.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
137,07.3.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
148,17.3.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
149,17.3.2016,big housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass
159,22.3.2016,big housing,VITOSHA,BOYANA,,,42.64674,23.2804153,Pass
169,06.4.2016,big housing,VITOSHA,BOYANA,,,42.64674,23.2804153,Pass
172,08.4.2016,big housing,VITOSHA,KINOTSENTAR,,,42.55,23.25,Pass
177,14.4.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
180,15.4.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
200,27.4.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
206,28.4.2016,non-residential,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
208,03.5.2016,big housing,VITOSHA,,,,42.55,23.25,Pass
217,12.5.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
222,13.5.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
224,13.5.2016,non-residential,VITOSHA,NATSIONALEN KINOTSENTAR,,,42.6344297,23.2998331,Pass
225,16.5.2016,big housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass
231,18.5.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
239,25.5.2016,non-residential,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
240,25.5.2016,small housing,VITOSHA,BOYANA,,,42.64674,23.2804153,Pass
248,01.6.2016,small housing,VITOSHA,KILIITE,,,42.6498159,23.2388913,Pass
261,09.6.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
262,09.6.2016,infrastructure,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
263,09.6.2016,small housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
273,16.6.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
317,19.7.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
328,25.7.2016,small housing,VITOSHA,BOYANA,,,42.64674,23.2804153,Pass
332,28.7.2016,small housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
335,29.7.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
340,02.8.2016,big housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass
349,09.8.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
360,11.8.2016,small housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass
364,16.8.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
368,18.8.2016,big housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass
369,18.8.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,street SIMEON RADEV 4,street,42.6686304,23.2724992,Pass
370,18.8.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
372,18.8.2016,non-residential,VITOSHA,KINOTSENTAR,,,42.55,23.25,Pass
378,23.8.2016,small housing,VITOSHA,KINOTSENTAR,,,42.55,23.25,Pass
381,25.8.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
405,08.9.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass
407,09.9.2016,big housing,VITOSHA,BOYANA,,,42.64674,23.2804153,Pass
425,21.9.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
426,21.9.2016,small housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass
430,27.9.2016,small housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass
432,28.9.2016,small housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass
462,12.10.2016,small housing,VITOSHA,BOYANA,,,42.64674,23.2804153,Pass
468,18.10.2016,small housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass
471,19.10.2016,small housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass
485,27.10.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass
192,21.4.2016,non-residential,VRABNITSA,MODERNO PREDGRADIE,,,42.7211662,23.2809741,Pass
269,14.6.2016,non-residential,VRABNITSA,LOMSKO SHOSE,,,42.740461,23.287327,Pass
304,11.7.2016,non-residential,VRABNITSA,REPUBLIKA,,,42.74448,23.2320168,Pass
333,28.7.2016,small housing,VRABNITSA,SLIVNITSA,,,42.8519742,23.0378716,Pass
361,11.8.2016,small housing,VRABNITSA,OBELYA,,,42.7439844,23.2670102,Pass
424,20.9.2016,small housing,VRABNITSA,OBELYA,,,42.7439844,23.2670102,Pass
433,28.9.2016,small housing,VRABNITSA,LOMSKO SHOSE,,,42.740461,23.287327,Pass
488,28.10.2016,small housing,VRABNITSA,OBELYA,,,42.7439844,23.2670102,Pass
